time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-04-27	4152413	4147265	4156679	744699	743776	745464	699307	698440	700026	652768	651959	653439	595352	594614	595964	535486	534822	536036	416491	415975	416919	272010	271673	272289	151878	151690	152034	84421	84316	84508	4152413	4147265	4156679	56	45	69	0	0	0	1	1	1	1	1	1	2	1	2	4	3	5	7	5	8	13	11	16	14	11	17	14	12	18	56	45	69	61	51	73	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	13	11	16	18	15	21	22	18	26	61	51	73	2079	1611	2670	373	289	479	350	271	450	327	253	420	298	231	383	268	208	344	208	162	268	136	106	175	76	59	98	42	33	54	2079	1611	2670	6099	4851	7641	1094	870	1370	1027	817	1287	959	763	1201	874	695	1095	787	626	985	612	487	767	400	318	501	223	177	279	124	99	155	6099	4851	7641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16295	13743	19314	2909	2447	3456	2731	2297	3244	2549	2144	3027	2323	1954	2760	2085	1754	2477	1831	1575	2134	1031	868	1224	553	466	656	283	238	336	16295	13743	19314	122	104	143	0	0	0	0	0	0	1	1	1	1	1	2	5	4	5	11	9	12	26	22	31	35	30	41	43	37	51	122	104	143	340	287	403	1	1	2	4	3	5	8	6	9	10	9	12	25	21	30	46	40	54	80	67	95	83	70	99	82	69	98	340	287	403	28	24	32	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	9	7	10	11	9	12	28	24	32
2020-04-28	4151335	4145871	4155850	744506	743526	745316	699126	698205	699886	652599	651740	653308	595198	594414	595845	535347	534642	535929	416383	415835	416836	271939	271581	272235	151839	151639	152004	84399	84288	84491	4151335	4145871	4155850	57	46	71	0	0	0	1	1	1	1	1	2	2	1	2	4	3	5	7	5	8	14	11	17	14	12	18	15	12	18	57	46	71	64	53	77	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	14	11	17	19	15	22	23	19	28	64	53	77	2130	1645	2747	382	295	493	359	277	463	335	259	432	305	236	394	275	212	354	214	165	275	140	108	180	78	60	100	43	33	56	2130	1645	2747	6252	4953	7862	1121	888	1410	1053	834	1324	983	779	1236	896	710	1127	806	639	1014	627	497	789	410	324	515	229	181	288	127	101	160	6252	4953	7862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17171	14438	20412	3067	2572	3654	2880	2415	3431	2687	2254	3201	2450	2055	2918	2198	1844	2619	1919	1645	2244	1088	913	1295	583	490	694	298	251	355	17171	14438	20412	129	110	152	0	0	0	0	0	0	1	1	1	1	1	2	5	4	6	11	10	13	28	23	32	37	31	44	46	39	54	129	110	152	358	301	426	2	1	2	4	4	5	8	7	10	11	9	13	26	22	32	48	41	57	84	70	100	88	73	104	87	73	104	358	301	426	30	26	35	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	6	9	8	11	11	10	13	30	26	35
2020-04-29	4150231	4144438	4155003	744308	743269	745164	698940	697964	699743	652425	651514	653175	595039	594209	595724	535204	534457	535820	416273	415691	416751	271867	271487	272180	151798	151587	151973	84377	84259	84474	4150231	4144438	4155003	59	48	74	0	0	0	1	1	1	1	1	2	2	1	2	4	3	5	7	6	9	14	11	18	15	12	18	15	12	19	59	48	74	67	55	81	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	14	12	17	19	16	23	24	20	29	67	55	81	2183	1679	2825	392	301	507	368	283	476	343	264	444	313	241	405	282	217	364	219	168	283	143	110	185	80	61	103	44	34	57	2183	1679	2825	6409	5058	8090	1149	907	1451	1079	852	1362	1007	795	1272	919	725	1160	826	652	1043	643	507	812	420	331	530	234	185	296	130	103	164	6409	5058	8090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18068	15148	21543	3229	2701	3858	3032	2536	3622	2829	2366	3380	2579	2157	3082	2315	1936	2766	2009	1716	2358	1145	958	1368	615	514	734	315	263	375	18068	15148	21543	137	116	162	0	0	0	0	0	0	1	1	1	2	1	2	5	4	6	12	10	14	29	25	34	39	33	46	49	41	58	137	116	162	377	316	449	2	1	2	5	4	5	8	7	10	12	10	14	28	23	33	51	43	59	88	74	106	92	77	110	92	77	109	377	316	449	32	28	37	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	7	10	9	12	12	11	14	32	28	37
2020-04-30	4149100	4142963	4154140	744105	743005	745009	698749	697716	699598	652247	651282	653039	594877	593997	595600	535058	534267	535708	416159	415544	416665	271793	271391	272123	151757	151533	151941	84354	84229	84456	4149100	4142963	4154140	61	49	76	0	0	0	1	1	1	1	1	2	2	1	2	4	3	5	7	6	9	15	12	18	15	12	19	16	13	19	61	49	76	70	58	84	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	5	4	7	15	12	18	20	17	24	25	21	30	70	58	84	2238	1714	2906	401	307	521	377	289	489	352	269	457	321	246	417	289	221	375	224	172	291	147	112	190	82	63	106	45	35	59	2238	1714	2906	6569	5164	8324	1178	926	1493	1106	870	1402	1033	812	1308	942	740	1193	847	666	1073	659	518	835	430	338	545	240	189	304	134	105	169	6569	5164	8324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18988	15872	22706	3396	2832	4069	3188	2659	3820	2975	2481	3565	2712	2262	3250	2434	2030	2916	2102	1789	2475	1205	1005	1443	646	539	774	331	276	396	18988	15872	22706	145	122	171	0	0	0	0	0	1	1	1	1	2	1	2	5	5	6	13	11	15	31	26	37	42	35	49	52	44	61	145	122	171	396	331	474	2	1	2	5	4	6	9	7	11	12	10	15	29	24	35	53	45	62	93	78	111	97	81	116	96	80	115	396	331	474	34	30	40	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	6	5	7	11	9	12	13	11	15	34	30	40
2020-05-01	4147940	4141448	4153258	743897	742733	744851	698554	697461	699450	652065	651044	652901	594711	593780	595473	534909	534072	535595	416043	415392	416576	271717	271292	272065	151715	151477	151909	84330	84198	84438	4147940	4141448	4153258	63	50	79	0	0	0	1	1	1	1	1	2	2	1	2	5	4	6	7	6	9	15	12	19	16	13	20	16	13	20	63	50	79	73	60	88	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	7	16	13	19	21	17	26	26	22	32	73	60	88	2293	1750	2989	411	314	536	386	295	503	360	275	470	329	251	429	296	226	385	230	176	300	150	115	196	84	64	109	47	36	61	2293	1750	2989	6733	5273	8564	1208	946	1536	1134	888	1442	1058	829	1346	965	756	1228	868	680	1104	675	529	859	441	345	561	246	193	313	137	107	174	6733	5273	8564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19931	16613	23903	3566	2965	4285	3348	2784	4023	3124	2598	3754	2848	2368	3422	2556	2126	3071	2196	1863	2595	1265	1053	1520	679	565	815	348	290	417	19931	16613	23903	153	129	181	0	0	0	0	0	1	1	1	1	2	1	2	6	5	7	13	11	15	33	27	39	44	37	52	55	46	65	153	129	181	416	347	498	2	1	2	5	4	6	9	8	11	13	11	15	31	26	37	55	47	65	98	81	117	102	85	122	101	84	121	416	347	498	37	32	43	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	7	6	8	11	10	13	14	12	16	37	32	43
2020-05-02	4146753	4139889	4152358	743684	742453	744689	698354	697198	699298	651878	650799	652759	594541	593556	595344	534756	533871	535479	415924	415235	416486	271639	271190	272006	151671	151420	151876	84306	84166	84420	4146753	4139889	4152358	64	51	81	0	0	0	1	1	1	1	1	2	2	1	2	5	4	6	8	6	10	15	12	19	16	13	20	17	13	21	64	51	81	76	62	92	0	0	0	0	0	0	0	0	1	1	1	1	3	2	3	6	5	7	16	13	20	22	18	27	27	22	33	76	62	92	2350	1786	3074	421	320	551	396	301	518	369	281	483	337	256	441	303	230	396	236	179	308	154	117	201	86	65	112	48	36	63	2350	1786	3074	6901	5384	8811	1238	966	1580	1162	907	1484	1085	846	1385	989	772	1263	890	694	1136	692	540	884	452	353	577	252	197	322	140	109	179	6901	5384	8811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20898	17368	25135	3741	3102	4508	3512	2912	4232	3277	2718	3949	2988	2478	3600	2682	2224	3231	2294	1939	2719	1328	1101	1599	713	591	858	365	303	439	20898	17368	25135	161	135	192	0	0	0	0	0	1	1	1	1	2	2	2	6	5	7	14	12	16	34	29	41	46	39	55	57	48	69	161	135	192	436	362	524	2	2	2	5	4	6	10	8	12	13	11	16	32	27	39	58	49	68	102	85	123	107	89	129	106	88	128	436	362	524	39	34	46	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	7	6	8	12	10	14	15	13	18	39	34	46
2020-05-03	4145536	4138286	4151439	743466	742166	744525	698149	696928	699143	651687	650547	652615	594366	593327	595213	534599	533664	535360	415802	415074	416394	271559	271084	271946	151627	151362	151843	84281	84134	84401	4145536	4138286	4151439	66	52	84	0	0	0	1	1	1	1	1	2	2	2	2	5	4	6	8	6	10	16	12	20	17	13	21	17	13	21	66	52	84	79	64	96	0	0	0	0	0	0	0	0	1	1	1	1	3	2	4	6	5	7	17	14	21	23	19	28	28	23	35	79	64	96	2408	1823	3162	432	327	567	405	307	532	378	287	497	345	261	453	310	235	408	241	183	317	158	119	207	88	67	116	49	37	64	2408	1823	3162	7073	5497	9064	1269	986	1626	1191	926	1526	1112	864	1425	1014	788	1300	912	709	1169	710	551	909	463	360	594	259	201	332	144	112	184	7073	5497	9064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21889	18140	26402	3920	3241	4736	3680	3043	4447	3434	2840	4150	3131	2589	3783	2810	2324	3395	2393	2017	2846	1391	1151	1681	747	618	902	383	317	462	21889	18140	26402	170	142	202	0	0	0	0	0	1	1	1	1	2	2	2	6	5	8	14	12	17	36	30	43	49	41	58	61	51	72	170	142	202	456	378	550	2	2	2	6	5	7	10	9	12	14	12	17	34	28	41	60	51	72	107	89	130	112	93	135	111	92	134	456	378	550	42	36	49	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	8	7	9	13	11	15	16	14	19	42	36	49
2020-05-04	4144290	4136637	4150502	743242	741870	744356	697939	696650	698985	651491	650288	652468	594187	593090	595078	534438	533451	535239	415677	414909	416300	271478	270977	271885	151581	151301	151808	84256	84100	84382	4144290	4136637	4150502	68	54	86	0	0	0	1	1	1	1	1	2	2	2	3	5	4	6	8	6	10	16	13	21	17	13	22	18	14	22	68	54	86	82	66	100	0	0	0	0	0	0	0	0	1	1	1	1	3	2	4	6	5	8	18	14	21	24	19	29	30	24	36	82	66	100	2467	1861	3252	442	334	583	415	313	548	388	293	511	354	267	466	318	240	419	247	187	326	162	122	213	90	68	119	50	38	66	2467	1861	3252	7249	5612	9324	1300	1006	1672	1221	945	1570	1140	882	1466	1039	805	1337	935	724	1202	727	563	935	475	368	611	265	205	341	147	114	190	7249	5612	9324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22905	18928	27706	4103	3384	4972	3852	3177	4668	3595	2964	4356	3277	2703	3971	2942	2426	3564	2495	2096	2977	1457	1202	1765	782	646	947	401	331	485	22905	18928	27706	178	149	213	0	0	0	1	0	1	1	1	1	2	2	2	7	5	8	15	13	18	38	32	46	51	43	61	64	53	76	178	149	213	477	395	577	2	2	2	6	5	7	11	9	13	15	12	18	35	29	43	63	53	75	112	93	136	117	97	142	116	96	141	477	395	577	44	38	52	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	4	8	7	10	14	12	16	17	15	20	44	38	52
2020-05-05	4143013	4134943	4149545	743013	741566	744185	697724	696365	698824	651290	650022	652317	594004	592847	594941	534273	533233	535116	415549	414739	416204	271394	270866	271822	151534	151239	151773	84230	84066	84363	4143013	4134943	4149545	70	55	89	0	0	0	1	1	1	1	1	2	2	2	3	5	4	6	8	6	10	17	13	21	18	14	22	18	14	23	70	55	89	85	69	104	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	6	5	8	18	15	22	25	20	30	31	25	38	85	69	104	2528	1900	3344	453	341	600	426	320	563	397	299	526	362	272	479	326	245	431	254	191	335	166	124	219	92	69	122	51	39	68	2528	1900	3344	7429	5729	9592	1332	1028	1720	1251	965	1615	1168	901	1508	1065	821	1375	958	739	1237	745	575	962	487	375	628	272	210	351	151	116	195	7429	5729	9592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23945	19732	29047	4291	3529	5214	4029	3313	4895	3760	3092	4568	3427	2819	4165	3077	2530	3738	2600	2177	3112	1524	1254	1851	819	674	994	420	346	509	23945	19732	29047	187	156	225	0	0	0	1	0	1	1	1	1	2	2	3	7	6	8	16	13	19	40	33	48	54	45	65	67	56	81	187	156	225	499	411	605	2	2	3	6	5	7	11	9	14	15	13	19	37	30	45	65	55	78	118	97	143	123	101	149	122	100	148	499	411	605	47	40	55	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	9	7	10	15	12	17	18	15	21	47	40	55
2020-05-06	4141705	4133201	4148569	742779	741254	744010	697504	696072	698660	651085	649748	652164	593817	592598	594801	534105	533008	534990	415417	414564	416106	271308	270751	271758	151487	151176	151738	84203	84031	84343	4141705	4133201	4148569	72	56	92	0	0	0	1	1	1	1	1	2	2	2	3	5	4	7	8	7	11	17	13	22	18	14	23	18	14	24	72	56	92	88	71	108	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	7	5	8	19	15	23	25	21	31	32	26	39	88	71	108	2590	1939	3438	464	348	617	436	327	579	407	305	540	371	278	493	334	250	443	260	195	345	170	127	225	95	71	126	53	39	70	2590	1939	3438	7614	5849	9866	1365	1049	1769	1282	985	1662	1197	919	1551	1092	839	1415	982	754	1272	764	587	990	499	383	646	278	214	361	155	119	201	7614	5849	9866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25012	20554	30426	4484	3677	5464	4210	3452	5129	3928	3222	4787	3581	2937	4364	3215	2637	3917	2707	2259	3250	1593	1307	1940	856	702	1042	439	360	534	25012	20554	30426	196	163	236	0	0	0	1	0	1	1	1	1	2	2	3	7	6	9	16	14	19	42	35	50	57	47	68	70	58	85	196	163	236	521	428	634	2	2	3	6	5	8	12	10	14	16	13	20	39	32	47	68	57	82	123	101	150	128	105	156	127	104	155	521	428	634	50	42	59	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	3	4	9	8	11	16	13	18	19	16	23	50	42	59
