time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-04-15	4163683	4161494	4165569	746720	746328	747059	701205	700837	701523	654540	654195	654836	596968	596654	597238	536939	536657	537182	417622	417402	417811	272748	272605	272872	152291	152210	152359	84650	84606	84689	4163683	4161494	4165569	34	29	40	0	0	0	0	0	0	1	1	1	1	1	1	2	2	3	4	3	5	8	7	10	9	7	10	9	7	10	34	29	40	31	27	35	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	6	7	9	8	10	11	9	12	31	27	35	1498	1219	1834	269	219	329	252	205	309	236	192	288	215	175	263	193	157	237	150	122	184	98	80	120	55	45	67	30	25	37	1498	1219	1834	4017	3356	4795	720	602	860	676	565	807	631	527	754	576	481	687	518	433	618	404	338	482	263	220	314	147	123	175	82	68	97	4017	3356	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7669	6724	8743	1350	1178	1544	1267	1106	1450	1182	1032	1353	1078	941	1233	967	844	1106	964	869	1072	477	416	545	255	223	292	130	113	148	7669	6724	8743	53	47	60	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	5	5	6	11	10	13	15	13	17	18	16	21	53	47	60	161	141	183	1	1	1	2	2	2	4	3	4	5	4	6	12	10	13	24	22	27	37	32	42	39	34	44	38	33	44	161	141	183	10	9	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	3	3	3	4	3	4	10	9	11
2020-04-16	4162885	4160509	4164924	746577	746151	746943	701071	700671	701414	654414	654041	654735	596854	596513	597146	536836	536530	537099	417542	417303	417746	272696	272540	272829	152261	152174	152336	84634	84586	84675	4162885	4160509	4164924	36	30	42	0	0	0	0	0	0	1	1	1	1	1	1	3	2	3	4	4	5	9	7	10	9	8	11	9	8	11	36	30	42	33	29	38	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	6	8	9	8	11	12	10	13	33	29	38	1558	1262	1915	279	226	343	262	213	322	245	198	301	223	181	275	201	163	247	156	127	192	102	83	125	57	46	70	32	26	39	1558	1262	1915	4176	3474	5006	749	623	898	703	585	843	656	546	787	599	498	718	538	448	645	420	349	503	274	228	328	153	127	183	85	71	102	4176	3474	5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8249	7207	9437	1455	1266	1670	1366	1188	1568	1274	1109	1463	1161	1011	1333	1042	907	1196	1022	918	1141	514	447	590	275	239	315	140	122	161	8249	7207	9437	57	51	65	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	6	5	6	12	11	14	16	14	18	20	18	23	57	51	65	173	151	198	1	1	1	2	2	2	4	3	4	5	5	6	13	11	14	26	23	29	40	35	46	42	36	48	41	36	47	173	151	198	11	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	3	3	4	4	4	5	11	10	12
2020-04-17	4162055	4159482	4164257	746429	745967	746823	700931	700498	701302	654284	653879	654630	596735	596366	597050	536729	536397	537013	417459	417200	417679	272642	272473	272786	152231	152137	152311	84617	84565	84662	4162055	4159482	4164257	37	32	44	0	0	0	0	0	1	1	1	1	1	1	1	3	2	3	4	4	5	9	7	11	9	8	11	9	8	11	37	32	44	35	30	41	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	3	8	6	9	10	9	12	13	11	14	35	30	41	1619	1307	1999	290	234	358	273	220	337	255	205	314	232	187	287	209	169	258	162	131	200	106	86	131	59	48	73	33	27	41	1619	1307	1999	4342	3597	5226	779	645	937	731	606	880	682	565	821	622	516	749	560	464	674	436	362	525	284	236	342	159	132	191	88	73	106	4342	3597	5226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8852	7708	10161	1564	1356	1801	1468	1273	1691	1370	1188	1578	1249	1083	1438	1120	972	1290	1083	968	1214	553	480	636	296	257	340	151	131	173	8852	7708	10161	62	55	70	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	6	6	7	13	11	15	18	15	20	22	19	25	62	55	70	185	161	213	1	1	1	2	2	3	4	4	5	6	5	6	13	12	16	27	24	31	43	37	49	45	39	51	44	38	51	185	161	213	12	11	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	3	4	5	4	5	12	11	14
2020-04-18	4161193	4158410	4163566	746274	745775	746699	700786	700317	701186	654148	653711	654521	596611	596212	596951	536618	536259	536924	417372	417093	417610	272585	272403	272741	152199	152098	152286	84600	84543	84648	4161193	4158410	4163566	39	33	47	0	0	0	0	0	1	1	1	1	1	1	1	3	2	3	5	4	6	9	8	11	10	8	12	10	8	12	39	33	47	38	32	43	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	4	8	7	9	11	9	13	13	12	16	38	32	43	1683	1353	2086	302	243	374	283	228	351	265	213	328	241	194	299	217	174	269	169	136	209	110	89	137	62	49	76	34	28	42	1683	1353	2086	4514	3724	5456	809	668	978	760	627	919	709	585	857	647	534	782	582	480	703	454	374	548	296	244	357	165	136	200	92	76	111	4514	3724	5456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9479	8227	10918	1677	1450	1938	1574	1361	1819	1469	1270	1697	1339	1158	1547	1201	1039	1388	1146	1020	1290	593	513	685	317	275	366	162	140	187	9479	8227	10918	67	59	76	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	7	6	7	14	12	16	19	17	22	23	20	27	67	59	76	198	172	228	1	1	1	2	2	3	4	4	5	6	5	7	14	13	17	29	26	33	46	40	53	48	41	55	48	41	55	198	172	228	13	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	4	4	5	5	4	6	13	12	15
2020-04-19	4160297	4157291	4162852	746113	745574	746571	700635	700129	701065	654007	653535	654409	596483	596052	596849	536502	536115	536832	417282	416981	417538	272526	272329	272694	152167	152057	152260	84581	84520	84633	4160297	4157291	4162852	41	34	49	0	0	0	0	0	1	1	1	1	1	1	1	3	2	4	5	4	6	10	8	12	10	9	12	10	9	12	41	34	49	40	34	46	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	4	9	7	10	12	10	13	14	12	17	40	34	46	1749	1400	2177	314	251	390	295	236	367	275	220	342	251	201	312	226	181	281	175	140	218	115	92	143	64	51	80	36	28	44	1749	1400	2177	4693	3855	5695	841	691	1021	790	649	959	738	606	895	673	553	816	605	497	734	471	387	572	307	252	373	172	141	208	95	78	116	4693	3855	5695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10131	8764	11708	1795	1547	2080	1685	1453	1953	1572	1355	1822	1433	1236	1661	1286	1109	1490	1212	1074	1370	635	547	735	340	293	394	173	150	201	10131	8764	11708	72	63	83	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	6	8	15	13	17	20	18	24	25	22	29	72	63	83	212	183	245	1	1	1	3	2	3	5	4	5	6	6	7	15	13	18	31	27	35	49	42	57	51	44	59	51	44	59	212	183	245	15	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	3	4	4	5	6	5	6	15	13	16
2020-04-20	4159366	4156124	4162112	745946	745365	746439	700478	699932	700941	653861	653351	654293	596349	595884	596743	536382	535964	536736	417189	416864	417464	272465	272253	272645	152133	152014	152233	84562	84497	84618	4159366	4156124	4162112	43	35	51	0	0	0	0	0	1	1	1	1	1	1	2	3	3	4	5	4	6	10	8	12	11	9	13	11	9	13	43	35	51	42	36	49	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	3	4	9	8	11	12	10	14	15	13	18	42	36	49	1818	1449	2272	326	260	407	306	244	383	286	228	357	261	208	326	234	187	293	182	145	228	119	95	149	67	53	83	37	29	46	1818	1449	2272	4878	3991	5945	875	716	1066	821	672	1001	767	627	934	699	572	852	629	515	767	490	401	597	320	261	389	178	146	217	99	81	121	4878	3991	5945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10809	9320	12532	1918	1648	2230	1800	1547	2093	1680	1443	1953	1531	1316	1780	1374	1181	1597	1280	1130	1453	678	583	788	363	312	422	185	159	215	10809	9320	12532	78	67	89	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	7	8	16	14	19	22	19	25	27	24	31	78	67	89	226	195	262	1	1	1	3	2	3	5	4	6	7	6	8	17	14	19	32	28	37	53	45	61	55	47	64	54	47	63	226	195	262	16	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	3	3	5	4	6	6	5	7	16	14	18
2020-04-21	4158399	4154906	4161347	745773	745146	746301	700315	699727	700812	653709	653160	654172	596210	595710	596633	536258	535807	536638	417092	416741	417387	272402	272173	272595	152097	151969	152205	84543	84472	84603	4158399	4154906	4161347	44	37	54	0	0	0	1	0	1	1	1	1	1	1	2	3	3	4	5	4	6	11	9	13	11	9	13	11	9	14	44	37	54	45	38	53	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	4	3	4	10	8	11	13	11	15	16	14	19	45	38	53	1890	1500	2371	339	269	425	318	253	399	297	236	373	271	215	340	244	193	306	190	150	238	124	98	155	69	55	87	38	30	48	1890	1500	2371	5071	4131	6205	909	741	1113	854	696	1045	797	649	975	727	592	890	654	533	800	509	415	623	332	271	406	185	151	227	103	84	126	5071	4131	6205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11514	9895	13392	2045	1752	2385	1920	1645	2239	1791	1535	2089	1633	1399	1905	1465	1255	1709	1351	1188	1539	724	620	844	388	332	452	198	170	230	11514	9895	13392	83	72	96	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	8	7	9	18	15	20	24	20	27	29	25	34	83	72	96	241	207	280	1	1	1	3	2	3	5	5	6	7	6	9	18	15	21	34	30	39	56	48	65	58	50	68	58	50	68	241	207	280	17	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	4	5	5	6	7	6	7	17	15	20
2020-04-22	4157402	4153646	4160562	745594	744920	746161	700147	699515	700680	653552	652962	654049	596067	595529	596520	536129	535645	536537	416992	416615	417309	272337	272091	272544	152061	151923	152176	84523	84446	84587	4157402	4153646	4160562	46	38	56	0	0	0	1	0	1	1	1	1	1	1	2	3	3	4	6	5	7	11	9	13	12	10	14	12	10	14	46	38	56	47	40	56	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	3	4	10	9	12	14	12	16	17	14	20	47	40	56	1956	1546	2463	351	277	442	329	260	415	307	243	387	280	222	353	252	199	318	196	155	247	128	101	161	72	57	90	40	31	50	1956	1546	2463	5272	4277	6477	945	767	1162	888	720	1091	829	672	1018	756	613	929	680	551	835	529	429	650	345	280	424	193	156	237	107	87	132	5272	4277	6477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12247	10491	14291	2177	1859	2548	2044	1746	2392	1907	1629	2232	1739	1485	2034	1560	1332	1825	1424	1248	1629	771	658	901	413	353	483	211	180	246	12247	10491	14291	89	77	103	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	8	7	9	19	16	22	25	22	29	31	27	36	89	77	103	256	219	299	1	1	1	3	3	4	6	5	7	8	7	9	19	16	22	36	31	41	60	51	70	62	53	73	62	53	72	256	219	299	19	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	3	4	6	5	7	7	6	8	19	17	22
2020-04-23	4156463	4152454	4159825	745425	744707	746028	699989	699314	700555	653405	652774	653933	595933	595358	596415	536008	535491	536441	416898	416496	417235	272275	272013	272495	152026	151880	152149	84503	84422	84572	4156463	4152454	4159825	48	40	59	0	0	0	1	0	1	1	1	1	1	1	2	3	3	4	6	5	7	11	9	14	12	10	15	12	10	15	48	40	59	50	42	59	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	3	5	11	9	13	14	12	17	18	15	21	50	42	59	1934	1523	2446	347	273	439	326	256	412	304	239	385	277	218	351	249	196	315	194	153	245	127	100	160	71	56	89	39	31	50	1934	1523	2446	5472	4421	6751	981	793	1211	921	744	1137	860	695	1061	785	634	968	706	570	870	549	444	677	358	290	442	200	162	247	111	90	137	5472	4421	6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13008	11108	15228	2315	1971	2717	2173	1850	2551	2028	1727	2380	1849	1574	2170	1659	1412	1947	1501	1310	1724	820	698	962	439	374	515	224	191	263	13008	11108	15228	95	82	110	0	0	0	0	0	0	1	0	1	1	1	1	4	3	4	9	8	10	20	17	23	27	23	32	34	29	39	95	82	110	272	232	318	1	1	1	3	3	4	6	5	7	8	7	10	20	17	23	38	33	43	63	54	74	66	56	78	66	56	77	272	232	318	21	18	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	4	3	4	6	6	7	8	7	9	21	18	23
2020-04-24	4155491	4151216	4159065	745251	744485	745892	699826	699106	700428	653252	652580	653814	595793	595181	596306	535883	535331	536344	416800	416371	417159	272212	271932	272446	151991	151835	152122	84484	84397	84556	4155491	4151216	4159065	50	41	61	0	0	0	1	0	1	1	1	1	1	1	2	4	3	4	6	5	7	12	10	15	13	10	15	13	10	16	50	41	61	53	45	63	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	11	10	13	15	13	18	19	16	22	53	45	63	1945	1525	2469	349	273	443	328	257	416	306	240	388	279	219	354	251	197	318	195	153	248	127	100	162	71	56	90	40	31	50	1945	1525	2469	5647	4544	6994	1013	815	1254	951	765	1178	888	714	1099	810	651	1003	728	586	902	567	456	702	370	298	458	207	166	256	115	92	142	5647	4544	6994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13797	11743	16202	2458	2086	2893	2307	1958	2716	2153	1827	2534	1963	1666	2310	1761	1495	2073	1580	1374	1821	870	739	1024	467	396	549	238	203	280	13797	11743	16202	102	87	118	0	0	0	0	0	0	1	0	1	1	1	1	4	3	4	9	8	10	22	18	25	29	25	34	36	31	42	102	87	118	288	245	338	1	1	1	3	3	4	6	5	8	9	8	10	21	18	25	40	35	46	67	57	79	70	60	83	70	59	82	288	245	338	22	20	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	4	5	7	6	8	8	7	10	22	20	25
2020-04-25	4154490	4149937	4158287	745072	744255	745753	699657	698890	700296	653095	652379	653691	595650	594997	596194	535754	535166	536243	416700	416243	417081	272146	271848	272395	151954	151788	152093	84463	84371	84541	4154490	4149937	4158287	52	42	64	0	0	0	1	0	1	1	1	1	2	1	2	4	3	5	6	5	8	12	10	15	13	11	16	13	11	16	52	42	64	56	47	66	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	12	10	14	16	13	19	20	17	24	56	47	66	1981	1547	2525	355	277	453	334	261	425	311	243	397	284	222	362	255	200	326	199	155	253	130	101	165	72	57	92	40	31	51	1981	1547	2525	5801	4650	7212	1040	834	1293	977	783	1215	912	731	1134	832	667	1034	748	600	930	582	467	724	380	305	472	212	170	264	118	95	147	5801	4650	7212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14608	12395	17209	2604	2204	3075	2445	2069	2887	2281	1930	2694	2080	1760	2456	1866	1579	2204	1662	1440	1923	923	781	1089	495	419	584	253	214	298	14608	12395	17209	108	93	126	0	0	0	0	0	0	1	1	1	1	1	1	4	3	5	10	9	11	23	20	27	31	26	36	38	33	45	108	93	126	305	259	359	1	1	2	4	3	4	7	6	8	9	8	11	22	19	27	42	36	48	71	60	84	74	63	88	74	62	87	305	259	359	24	21	27	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	7	6	9	9	8	11	24	21	27
2020-04-26	4153464	4148620	4157491	744888	744019	745610	699484	698668	700162	652933	652172	653566	595503	594808	596080	535621	534996	536141	416597	416111	417001	272079	271761	272343	151917	151740	152064	84442	84344	84524	4153464	4148620	4157491	54	44	66	0	0	0	1	0	1	1	1	1	2	1	2	4	3	5	6	5	8	13	10	16	14	11	17	14	11	17	54	44	66	58	49	70	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	5	13	10	15	17	14	20	21	18	25	58	49	70	2028	1578	2595	364	283	465	342	266	437	319	248	408	291	226	372	262	203	335	203	158	260	133	103	170	74	58	95	41	32	53	2028	1578	2595	5950	4751	7425	1067	852	1332	1002	800	1250	935	747	1167	853	681	1065	767	613	957	597	477	745	390	311	486	218	174	272	121	97	151	5950	4751	7425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15441	13062	18246	2755	2324	3263	2586	2182	3063	2413	2036	2858	2200	1856	2606	1974	1666	2338	1745	1506	2027	976	824	1156	523	442	619	268	226	317	15441	13062	18246	115	98	135	0	0	0	0	0	0	1	1	1	1	1	2	4	4	5	10	9	12	24	21	29	33	28	39	41	35	48	115	98	135	322	273	381	1	1	2	4	3	5	7	6	9	10	8	12	24	20	28	44	38	51	75	64	89	79	66	93	78	66	92	322	273	381	26	23	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	5	8	7	9	10	9	11	26	23	30
