time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-06-29	3979258	3895982	4038941	713645	698711	724349	670146	656122	680197	625548	612457	634930	570526	558586	579083	513156	502417	520853	399124	390771	405110	260667	255212	264577	145545	142499	147728	80901	79208	82114	3979258	3895982	4038941	286	188	426	1	1	2	3	2	5	6	4	9	8	5	12	20	13	30	33	22	50	68	45	102	72	47	108	75	49	109	286	188	426	396	270	396	0	0	0	1	1	2	2	1	3	4	3	6	15	10	21	30	20	43	85	58	125	116	78	157	93	30	123	396	270	396	9588	6105	14606	1720	1095	2619	1615	1028	2460	1507	960	2296	1375	875	2094	1236	787	1884	962	612	1465	628	400	957	351	223	534	195	124	297	9588	6105	14606	29131	18822	43991	5224	3376	7889	4906	3170	7409	4579	2959	6915	4177	2699	6307	3757	2427	5673	2922	1888	4412	1908	1233	2882	1065	688	1609	592	383	894	29131	18822	43991	4	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	156	4	0	156	160114	113886	223920	28880	20527	40410	27116	19273	37941	25306	17987	35409	23073	16400	32284	20722	14730	28992	16277	11635	22685	10311	7333	14419	5559	3955	7770	2872	2045	4010	160114	113886	223920	1393	1003	1926	1	0	1	4	3	5	7	5	10	16	11	22	51	37	71	105	76	146	298	214	412	403	290	558	509	366	701	1393	1003	1926	3328	2367	4654	14	10	20	41	29	57	76	54	106	104	74	145	249	177	349	409	292	570	791	562	1107	825	586	1154	819	582	1145	3328	2367	4654	457	337	655	0	0	0	1	1	1	2	1	2	3	2	5	11	8	15	30	22	41	85	63	115	144	106	195	181	134	281	457	337	655
2020-06-30	3974371	3888520	4035843	712769	697372	723793	669323	654865	679676	624779	611283	634443	569825	557516	578639	512526	501455	520453	398634	390023	404799	260347	254723	264374	145366	142226	147615	80801	79056	82051	3974371	3888520	4035843	292	191	435	1	1	2	3	2	5	6	4	9	8	5	13	21	13	31	34	22	51	70	45	104	73	48	110	76	50	111	292	191	435	396	276	396	0	0	0	1	1	2	2	1	3	5	3	7	15	10	22	30	20	44	87	59	128	118	80	157	92	21	123	396	276	396	9768	6208	14891	1752	1113	2671	1645	1046	2508	1536	976	2341	1400	890	2135	1260	801	1920	980	623	1494	640	407	975	357	227	545	199	126	303	9768	6208	14891	29708	19153	44920	5328	3435	8056	5003	3226	7565	4670	3011	7061	4259	2746	6440	3831	2470	5793	2980	1921	4505	1946	1255	2943	1087	701	1643	604	389	913	29708	19153	44920	13	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	166	13	0	166	164289	116581	230227	29633	21013	41548	27823	19730	39010	25967	18414	36407	23675	16789	33194	21262	15079	29809	16697	11905	23319	10580	7507	14826	5704	4049	7990	2947	2094	4123	164289	116581	230227	1431	1028	1982	1	1	1	4	3	6	8	5	11	16	11	22	52	37	73	108	78	150	306	219	424	414	297	575	522	376	721	1431	1028	1982	3414	2423	4785	15	11	21	42	30	59	78	55	109	107	76	149	256	181	359	420	299	586	812	576	1138	846	600	1186	840	596	1178	3414	2423	4785	470	346	678	0	0	0	1	1	1	2	1	2	3	3	5	11	8	15	31	23	42	87	64	119	148	109	201	187	137	294	470	346	678
2020-07-01	3969394	3880915	4032692	711876	696008	723228	668485	653584	679145	623997	610088	633948	569112	556426	578187	511884	500474	520047	398134	389260	404483	260021	254225	264167	145184	141948	147499	80700	78901	81987	3969394	3880915	4032692	298	194	444	1	1	2	3	2	5	6	4	9	9	6	13	21	14	32	34	22	52	71	46	106	75	49	112	78	51	113	298	194	444	396	281	396	0	0	0	1	1	2	2	1	3	5	3	7	15	10	22	31	21	46	89	60	131	121	81	157	91	13	123	396	281	396	9949	6313	15177	1784	1132	2722	1676	1063	2556	1564	992	2386	1427	905	2176	1283	814	1957	998	633	1522	652	414	994	364	231	555	202	128	309	9949	6313	15177	30291	19489	45857	5432	3495	8224	5101	3282	7723	4762	3064	7209	4343	2794	6575	3906	2513	5914	3038	1955	4600	1984	1277	3004	1108	713	1677	616	396	932	30291	19489	45857	21	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	177	21	0	177	168546	119323	236667	30402	21508	42711	28545	20195	40102	26640	18847	37426	24289	17184	34123	21814	15434	30644	17124	12181	23966	10855	7684	15242	5852	4145	8214	3024	2144	4239	168546	119323	236667	1470	1053	2039	1	1	1	4	3	6	8	6	11	16	12	23	54	38	75	111	80	154	314	225	436	425	305	591	537	385	742	1470	1053	2039	3503	2480	4919	15	11	21	43	30	60	80	57	112	109	77	154	262	186	369	431	306	603	833	589	1170	868	614	1220	862	610	1211	3503	2480	4919	484	355	703	0	0	0	1	1	1	2	1	2	4	3	5	12	8	16	32	24	43	90	66	122	152	112	207	193	141	306	484	355	703
2020-07-02	3964327	3873168	4029490	710968	694619	722654	667632	652280	678606	623200	608870	633444	568385	555315	577728	511231	499475	519634	397626	388483	404162	259689	253718	263958	144999	141665	147382	80597	78744	81922	3964327	3873168	4029490	304	198	454	1	1	2	3	2	5	6	4	9	9	6	13	22	14	32	35	23	53	72	47	109	76	50	115	79	52	115	304	198	454	396	286	396	0	0	0	1	1	2	2	1	3	5	3	7	16	10	23	32	21	47	91	61	134	123	83	158	92	3	122	396	286	396	10133	6419	15464	1817	1151	2773	1706	1081	2604	1593	1009	2431	1453	920	2217	1307	828	1994	1016	644	1551	664	420	1013	371	235	566	206	130	314	10133	6419	15464	30881	19828	46803	5538	3556	8394	5201	3339	7882	4855	3117	7358	4428	2843	6710	3982	2557	6036	3097	1989	4694	2023	1299	3066	1130	725	1712	628	403	952	30881	19828	46803	29	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	0	185	29	0	187	172886	122113	243240	31185	22012	43898	29281	20668	41216	27327	19289	38466	24915	17587	35071	22376	15796	31496	17560	12461	24626	11135	7865	15666	6004	4242	8443	3102	2194	4357	172886	122113	243240	1509	1078	2097	1	1	1	4	3	6	8	6	11	17	12	23	55	39	77	114	82	158	322	230	449	437	312	608	551	394	763	1509	1078	2097	3593	2538	5055	16	11	22	44	31	62	82	58	115	112	79	158	269	190	379	442	313	619	854	603	1203	890	629	1253	884	624	1244	3593	2538	5055	499	364	728	0	0	0	1	1	1	2	1	2	4	3	5	12	9	16	33	24	45	92	68	126	157	115	213	199	145	319	499	364	728
2020-07-03	3959168	3865278	4026235	710042	693204	722070	666763	650951	678058	622389	607630	632932	567646	554184	577261	510565	498457	519214	397109	387691	403836	259351	253201	263744	144810	141376	147263	80492	78584	81856	3959168	3865278	4026235	310	201	463	1	1	2	3	2	5	6	4	10	9	6	13	22	14	33	36	23	54	74	48	111	78	51	117	81	53	117	310	201	463	396	291	396	0	0	0	1	1	2	2	2	3	5	3	7	16	11	23	32	22	48	93	62	137	123	84	158	91	0	123	396	291	396	10317	6525	15752	1850	1170	2825	1738	1099	2653	1622	1026	2476	1479	936	2259	1330	841	2031	1035	654	1580	676	427	1032	377	239	576	210	133	320	10317	6525	15752	31478	20171	47757	5645	3618	8565	5301	3397	8043	4948	3171	7508	4513	2892	6847	4059	2601	6159	3157	2023	4790	2062	1321	3128	1151	738	1747	640	410	971	31478	20171	47757	37	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	37	0	187	37	0	197	177311	124952	249948	31984	22524	45109	30031	21149	42354	28027	19738	39527	25554	17996	36039	22950	16164	32365	18005	12746	25300	11421	8048	16099	6158	4341	8677	3182	2245	4477	177311	124952	249948	1549	1104	2156	1	1	1	4	3	6	8	6	11	17	12	24	57	40	79	117	84	163	331	236	462	448	320	626	566	404	784	1549	1104	2156	3685	2597	5195	16	11	23	45	32	64	84	59	119	115	81	162	276	194	389	453	320	636	876	617	1236	913	643	1288	906	638	1278	3685	2597	5195	514	374	755	0	0	0	1	1	1	2	1	2	4	3	5	12	9	17	34	25	46	95	69	130	161	118	220	206	148	333	514	374	755
2020-07-04	3953917	3857246	4022926	709101	691764	721477	665879	649598	677500	621564	606367	632412	566893	553033	576787	509888	497422	518787	396582	386886	403504	259007	252675	263528	144618	141082	147142	80386	78420	81789	3953917	3857246	4022926	316	205	472	1	1	2	3	2	5	6	4	10	9	6	14	22	14	34	37	24	55	75	49	113	80	52	120	82	54	120	316	205	472	396	297	396	0	0	0	1	1	2	2	2	3	5	3	7	16	11	24	33	22	49	95	63	140	122	86	157	91	0	122	396	297	396	10503	6633	16042	1884	1190	2877	1769	1117	2702	1651	1043	2522	1506	951	2300	1354	855	2069	1053	665	1609	688	435	1051	384	243	587	214	135	326	10503	6633	16042	32082	20519	48718	5754	3680	8737	5403	3456	8205	5043	3226	7659	4600	2942	6985	4137	2646	6283	3218	2058	4887	2102	1344	3191	1173	750	1782	652	417	990	32082	20519	48718	45	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	45	0	189	45	0	208	181821	127840	256793	32798	23046	46345	30795	21638	43514	28740	20195	40610	26204	18413	37026	23534	16538	33252	18458	13036	25988	11712	8235	16541	6315	4442	8916	3264	2298	4600	181821	127840	256793	1589	1131	2217	1	1	1	5	3	6	8	6	12	18	13	25	58	41	81	120	86	167	339	241	475	460	327	644	581	413	806	1589	1131	2217	3779	2657	5337	16	12	23	46	32	65	86	61	122	118	83	167	283	199	400	464	328	653	899	631	1270	937	658	1323	930	653	1314	3779	2657	5337	530	383	781	0	0	0	1	1	1	2	1	3	4	3	5	13	9	17	35	25	47	98	71	134	166	121	227	213	152	346	530	383	781
2020-07-05	3948573	3849069	4019564	708142	690297	720874	664979	648221	676934	620724	605082	631884	566127	551860	576305	509199	496367	518354	396046	386066	403167	258657	252139	263307	144423	140783	147019	80277	78254	81720	3948573	3849069	4019564	323	209	482	1	1	2	4	2	5	7	4	10	9	6	14	23	15	34	37	24	56	77	50	116	81	52	122	84	55	122	323	209	482	396	302	396	0	0	0	1	1	2	2	2	4	5	3	7	17	11	24	34	22	50	97	64	144	122	88	156	90	0	122	396	302	396	10691	6742	16331	1917	1209	2929	1800	1135	2750	1681	1060	2567	1533	967	2342	1379	869	2106	1072	676	1638	700	442	1070	391	247	597	217	137	332	10691	6742	16331	32691	20870	49686	5863	3743	8911	5506	3515	8368	5139	3281	7811	4687	2992	7124	4216	2691	6407	3279	2093	4984	2141	1367	3255	1196	763	1817	665	424	1010	32691	20870	49686	53	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	53	0	190	53	0	219	186417	130777	263774	33628	23576	47606	31574	22136	44698	29467	20659	41715	26867	18836	38034	24130	16918	34157	18920	13331	26689	12009	8425	16992	6476	4545	9159	3347	2351	4725	186417	130777	263774	1631	1158	2279	1	1	1	5	3	6	9	6	12	18	13	25	59	42	84	123	88	172	348	247	488	472	335	662	596	423	828	1631	1158	2279	3874	2718	5482	17	12	24	47	33	67	88	62	125	121	85	171	290	203	411	476	335	671	921	646	1304	960	673	1359	953	668	1349	3874	2718	5482	547	393	809	0	0	0	1	1	1	2	1	3	4	3	5	13	9	18	36	26	49	100	73	138	170	124	235	220	156	360	547	393	809
2020-07-06	3943136	3840750	4016148	707167	688805	720261	664063	646820	676359	619869	603774	631347	565347	550667	575815	508498	495294	517913	395501	385231	402824	258301	251594	263084	144224	140479	146894	80166	78085	81651	3943136	3840750	4016148	329	212	492	1	1	2	4	2	5	7	4	10	9	6	14	23	15	35	38	24	58	78	51	118	83	53	125	85	55	124	329	212	492	396	308	396	0	0	0	1	1	2	2	2	4	5	3	8	17	11	25	34	23	51	99	66	147	121	89	157	90	0	121	396	308	396	10880	6852	16622	1951	1229	2981	1832	1154	2799	1710	1077	2613	1560	982	2383	1403	884	2143	1091	687	1667	713	449	1089	398	251	608	221	139	338	10880	6852	16622	33307	21225	50660	5973	3807	9085	5609	3575	8532	5236	3337	7964	4775	3043	7263	4295	2737	6533	3341	2129	5081	2182	1390	3319	1218	776	1853	677	432	1030	33307	21225	50660	61	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	61	0	192	61	0	230	191100	133764	270893	34473	24115	48891	32368	22642	45905	30208	21132	42841	27543	19267	39061	24736	17305	35079	19390	13632	27404	12312	8618	17452	6639	4649	9407	3431	2405	4853	191100	133764	270893	1673	1185	2342	1	1	1	5	3	7	9	6	12	19	13	26	61	43	86	126	90	177	357	253	502	484	343	680	611	433	851	1673	1185	2342	3971	2780	5630	17	12	24	49	34	69	91	63	129	124	87	176	297	208	422	487	343	689	944	661	1339	984	689	1396	977	683	1386	3971	2780	5630	564	403	837	0	0	0	1	1	1	2	1	3	4	3	6	13	10	18	37	27	50	103	75	142	175	127	243	228	160	373	564	403	837
2020-07-07	3937605	3832287	4012676	706175	687287	719639	663131	645395	675774	619000	602443	630801	564554	549454	575317	507785	494203	517466	394946	384382	402476	257939	251040	262856	144021	140169	146767	80054	77913	81580	3937605	3832287	4012676	335	216	501	1	1	2	4	2	6	7	4	10	10	6	15	24	15	36	39	25	59	80	51	121	84	54	127	87	56	126	335	216	501	396	314	396	0	0	0	1	1	2	2	2	4	5	3	8	17	11	26	35	23	52	101	67	150	122	90	157	89	0	122	396	314	396	11070	6962	16912	1985	1249	3033	1864	1173	2848	1740	1095	2659	1587	998	2425	1428	898	2181	1110	698	1696	725	456	1108	405	255	619	225	142	344	11070	6962	16912	33929	21584	51640	6085	3871	9261	5714	3635	8697	5334	3393	8118	4865	3095	7404	4375	2783	6659	3403	2165	5180	2223	1414	3383	1241	789	1889	690	439	1050	33929	21584	51640	69	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	69	0	195	69	0	240	195871	136802	278150	35335	24663	50202	33176	23157	47135	30963	21612	43990	28231	19705	40108	25355	17699	36020	19869	13937	28133	12620	8814	17920	6805	4755	9660	3517	2460	4983	195871	136802	278150	1716	1213	2406	1	1	1	5	3	7	9	6	13	19	13	27	63	44	88	129	92	182	367	259	516	497	351	699	627	444	874	1716	1213	2406	4070	2843	5781	18	12	25	50	35	71	93	65	132	127	89	181	305	213	433	500	350	707	968	676	1375	1009	704	1433	1001	699	1423	4070	2843	5781	581	414	866	0	0	0	1	1	1	2	1	3	4	3	6	14	10	19	38	27	52	106	77	146	180	130	252	236	164	387	581	414	866
2020-07-08	3931979	3823681	4009150	705166	685744	719006	662184	643945	675180	618115	601091	630247	563747	548220	574812	507059	493093	517011	394382	383519	402122	257570	250476	262625	143816	139855	146638	79940	77738	81508	3931979	3823681	4009150	341	220	511	1	1	2	4	2	6	7	4	11	10	6	15	24	15	37	40	25	60	81	52	123	86	55	130	89	57	129	341	220	511	396	319	396	0	0	0	1	1	2	3	2	4	5	4	8	18	12	26	36	24	53	103	68	154	121	90	156	90	0	121	396	319	396	11261	7074	17202	2020	1269	3085	1896	1191	2897	1770	1112	2704	1615	1014	2466	1452	912	2218	1129	710	1725	738	463	1127	412	259	629	229	144	350	11261	7074	17202	34556	21947	52624	6197	3936	9438	5820	3696	8862	5432	3450	8273	4954	3147	7545	4456	2830	6786	3466	2201	5278	2264	1438	3447	1264	803	1925	703	446	1070	34556	21947	52624	77	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	77	0	197	77	0	251	200731	139892	285547	36212	25221	51537	34000	23681	48389	31732	22101	45160	28932	20151	41175	25984	18099	36978	20357	14247	28876	12934	9014	18398	6975	4863	9918	3605	2516	5116	200731	139892	285547	1760	1241	2472	1	1	1	5	3	7	9	7	13	20	14	28	64	45	91	133	94	187	376	265	530	510	359	718	643	454	897	1760	1241	2472	4171	2907	5934	18	13	26	51	36	73	95	66	136	130	91	185	312	218	445	512	358	726	992	691	1412	1034	720	1472	1026	715	1461	4171	2907	5934	599	424	896	0	0	0	1	1	2	2	1	3	4	3	6	14	10	19	39	28	53	109	79	151	185	133	261	245	168	401	599	424	896
2020-07-09	3926258	3814931	4005568	704140	684175	718364	661221	642472	674577	617216	599715	629684	562927	546966	574298	506321	491965	516549	393808	382642	401763	257195	249903	262391	143606	139535	146507	79823	77560	81436	3926258	3814931	4005568	348	223	521	1	1	2	4	2	6	7	5	11	10	6	15	25	16	37	40	26	61	83	53	126	88	56	132	90	58	131	348	223	521	396	325	396	0	0	0	1	1	2	3	2	4	5	4	8	18	12	27	37	24	55	105	69	157	120	89	156	88	0	121	396	325	396	11453	7187	17492	2054	1289	3137	1929	1210	2946	1800	1130	2750	1642	1030	2508	1477	927	2256	1149	721	1754	750	471	1146	419	263	640	233	146	356	11453	7187	17492	35189	22313	53613	6311	4002	9615	5926	3758	9029	5532	3508	8428	5045	3199	7687	4538	2877	6914	3529	2238	5377	2305	1462	3512	1287	816	1961	715	454	1090	35189	22313	53613	85	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	85	0	200	85	0	262	205679	143033	293084	37105	25788	52898	34839	24213	49667	32515	22598	46353	29646	20604	42262	26625	18506	37955	20854	14563	29634	13253	9217	18885	7147	4972	10181	3695	2573	5251	205679	143033	293084	1805	1270	2539	1	1	1	5	4	7	10	7	14	20	14	28	66	46	93	136	96	192	386	271	545	523	368	738	660	465	921	1805	1270	2539	4274	2972	6091	19	13	26	52	36	75	98	68	139	133	93	190	320	223	456	524	366	745	1017	706	1449	1059	736	1510	1052	731	1499	4274	2972	6091	618	435	926	0	0	0	1	1	2	2	1	3	4	3	6	14	10	20	40	29	55	112	81	155	190	137	270	254	173	415	618	435	926
