time	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	susceptible (0-9) median	susceptible (0-9) lower bound	susceptible (0-9) upper bound	susceptible (10-19) median	susceptible (10-19) lower bound	susceptible (10-19) upper bound	susceptible (20-29) median	susceptible (20-29) lower bound	susceptible (20-29) upper bound	susceptible (30-39) median	susceptible (30-39) lower bound	susceptible (30-39) upper bound	susceptible (40-49) median	susceptible (40-49) lower bound	susceptible (40-49) upper bound	susceptible (50-59) median	susceptible (50-59) lower bound	susceptible (50-59) upper bound	susceptible (60-69) median	susceptible (60-69) lower bound	susceptible (60-69) upper bound	susceptible (70-79) median	susceptible (70-79) lower bound	susceptible (70-79) upper bound	susceptible (80+) median	susceptible (80+) lower bound	susceptible (80+) upper bound	susceptible (total) median	susceptible (total) lower bound	susceptible (total) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	severe (0-9) median	severe (0-9) lower bound	severe (0-9) upper bound	severe (10-19) median	severe (10-19) lower bound	severe (10-19) upper bound	severe (20-29) median	severe (20-29) lower bound	severe (20-29) upper bound	severe (30-39) median	severe (30-39) lower bound	severe (30-39) upper bound	severe (40-49) median	severe (40-49) lower bound	severe (40-49) upper bound	severe (50-59) median	severe (50-59) lower bound	severe (50-59) upper bound	severe (60-69) median	severe (60-69) lower bound	severe (60-69) upper bound	severe (70-79) median	severe (70-79) lower bound	severe (70-79) upper bound	severe (80+) median	severe (80+) lower bound	severe (80+) upper bound	severe (total) median	severe (total) lower bound	severe (total) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	ICU (0-9) median	ICU (0-9) lower bound	ICU (0-9) upper bound	ICU (10-19) median	ICU (10-19) lower bound	ICU (10-19) upper bound	ICU (20-29) median	ICU (20-29) lower bound	ICU (20-29) upper bound	ICU (30-39) median	ICU (30-39) lower bound	ICU (30-39) upper bound	ICU (40-49) median	ICU (40-49) lower bound	ICU (40-49) upper bound	ICU (50-59) median	ICU (50-59) lower bound	ICU (50-59) upper bound	ICU (60-69) median	ICU (60-69) lower bound	ICU (60-69) upper bound	ICU (70-79) median	ICU (70-79) lower bound	ICU (70-79) upper bound	ICU (80+) median	ICU (80+) lower bound	ICU (80+) upper bound	ICU (total) median	ICU (total) lower bound	ICU (total) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	exposed (0-9) median	exposed (0-9) lower bound	exposed (0-9) upper bound	exposed (10-19) median	exposed (10-19) lower bound	exposed (10-19) upper bound	exposed (20-29) median	exposed (20-29) lower bound	exposed (20-29) upper bound	exposed (30-39) median	exposed (30-39) lower bound	exposed (30-39) upper bound	exposed (40-49) median	exposed (40-49) lower bound	exposed (40-49) upper bound	exposed (50-59) median	exposed (50-59) lower bound	exposed (50-59) upper bound	exposed (60-69) median	exposed (60-69) lower bound	exposed (60-69) upper bound	exposed (70-79) median	exposed (70-79) lower bound	exposed (70-79) upper bound	exposed (80+) median	exposed (80+) lower bound	exposed (80+) upper bound	exposed (total) median	exposed (total) lower bound	exposed (total) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	infectious (0-9) median	infectious (0-9) lower bound	infectious (0-9) upper bound	infectious (10-19) median	infectious (10-19) lower bound	infectious (10-19) upper bound	infectious (20-29) median	infectious (20-29) lower bound	infectious (20-29) upper bound	infectious (30-39) median	infectious (30-39) lower bound	infectious (30-39) upper bound	infectious (40-49) median	infectious (40-49) lower bound	infectious (40-49) upper bound	infectious (50-59) median	infectious (50-59) lower bound	infectious (50-59) upper bound	infectious (60-69) median	infectious (60-69) lower bound	infectious (60-69) upper bound	infectious (70-79) median	infectious (70-79) lower bound	infectious (70-79) upper bound	infectious (80+) median	infectious (80+) lower bound	infectious (80+) upper bound	infectious (total) median	infectious (total) lower bound	infectious (total) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	overflow (0-9) median	overflow (0-9) lower bound	overflow (0-9) upper bound	overflow (10-19) median	overflow (10-19) lower bound	overflow (10-19) upper bound	overflow (20-29) median	overflow (20-29) lower bound	overflow (20-29) upper bound	overflow (30-39) median	overflow (30-39) lower bound	overflow (30-39) upper bound	overflow (40-49) median	overflow (40-49) lower bound	overflow (40-49) upper bound	overflow (50-59) median	overflow (50-59) lower bound	overflow (50-59) upper bound	overflow (60-69) median	overflow (60-69) lower bound	overflow (60-69) upper bound	overflow (70-79) median	overflow (70-79) lower bound	overflow (70-79) upper bound	overflow (80+) median	overflow (80+) lower bound	overflow (80+) upper bound	overflow (total) median	overflow (total) lower bound	overflow (total) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative recovered (0-9) median	cumulative recovered (0-9) lower bound	cumulative recovered (0-9) upper bound	cumulative recovered (10-19) median	cumulative recovered (10-19) lower bound	cumulative recovered (10-19) upper bound	cumulative recovered (20-29) median	cumulative recovered (20-29) lower bound	cumulative recovered (20-29) upper bound	cumulative recovered (30-39) median	cumulative recovered (30-39) lower bound	cumulative recovered (30-39) upper bound	cumulative recovered (40-49) median	cumulative recovered (40-49) lower bound	cumulative recovered (40-49) upper bound	cumulative recovered (50-59) median	cumulative recovered (50-59) lower bound	cumulative recovered (50-59) upper bound	cumulative recovered (60-69) median	cumulative recovered (60-69) lower bound	cumulative recovered (60-69) upper bound	cumulative recovered (70-79) median	cumulative recovered (70-79) lower bound	cumulative recovered (70-79) upper bound	cumulative recovered (80+) median	cumulative recovered (80+) lower bound	cumulative recovered (80+) upper bound	cumulative recovered (total) median	cumulative recovered (total) lower bound	cumulative recovered (total) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative ICU (0-9) median	cumulative ICU (0-9) lower bound	cumulative ICU (0-9) upper bound	cumulative ICU (10-19) median	cumulative ICU (10-19) lower bound	cumulative ICU (10-19) upper bound	cumulative ICU (20-29) median	cumulative ICU (20-29) lower bound	cumulative ICU (20-29) upper bound	cumulative ICU (30-39) median	cumulative ICU (30-39) lower bound	cumulative ICU (30-39) upper bound	cumulative ICU (40-49) median	cumulative ICU (40-49) lower bound	cumulative ICU (40-49) upper bound	cumulative ICU (50-59) median	cumulative ICU (50-59) lower bound	cumulative ICU (50-59) upper bound	cumulative ICU (60-69) median	cumulative ICU (60-69) lower bound	cumulative ICU (60-69) upper bound	cumulative ICU (70-79) median	cumulative ICU (70-79) lower bound	cumulative ICU (70-79) upper bound	cumulative ICU (80+) median	cumulative ICU (80+) lower bound	cumulative ICU (80+) upper bound	cumulative ICU (total) median	cumulative ICU (total) lower bound	cumulative ICU (total) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative hospitalized (0-9) median	cumulative hospitalized (0-9) lower bound	cumulative hospitalized (0-9) upper bound	cumulative hospitalized (10-19) median	cumulative hospitalized (10-19) lower bound	cumulative hospitalized (10-19) upper bound	cumulative hospitalized (20-29) median	cumulative hospitalized (20-29) lower bound	cumulative hospitalized (20-29) upper bound	cumulative hospitalized (30-39) median	cumulative hospitalized (30-39) lower bound	cumulative hospitalized (30-39) upper bound	cumulative hospitalized (40-49) median	cumulative hospitalized (40-49) lower bound	cumulative hospitalized (40-49) upper bound	cumulative hospitalized (50-59) median	cumulative hospitalized (50-59) lower bound	cumulative hospitalized (50-59) upper bound	cumulative hospitalized (60-69) median	cumulative hospitalized (60-69) lower bound	cumulative hospitalized (60-69) upper bound	cumulative hospitalized (70-79) median	cumulative hospitalized (70-79) lower bound	cumulative hospitalized (70-79) upper bound	cumulative hospitalized (80+) median	cumulative hospitalized (80+) lower bound	cumulative hospitalized (80+) upper bound	cumulative hospitalized (total) median	cumulative hospitalized (total) lower bound	cumulative hospitalized (total) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound	cumulative fatality (0-9) median	cumulative fatality (0-9) lower bound	cumulative fatality (0-9) upper bound	cumulative fatality (10-19) median	cumulative fatality (10-19) lower bound	cumulative fatality (10-19) upper bound	cumulative fatality (20-29) median	cumulative fatality (20-29) lower bound	cumulative fatality (20-29) upper bound	cumulative fatality (30-39) median	cumulative fatality (30-39) lower bound	cumulative fatality (30-39) upper bound	cumulative fatality (40-49) median	cumulative fatality (40-49) lower bound	cumulative fatality (40-49) upper bound	cumulative fatality (50-59) median	cumulative fatality (50-59) lower bound	cumulative fatality (50-59) upper bound	cumulative fatality (60-69) median	cumulative fatality (60-69) lower bound	cumulative fatality (60-69) upper bound	cumulative fatality (70-79) median	cumulative fatality (70-79) lower bound	cumulative fatality (70-79) upper bound	cumulative fatality (80+) median	cumulative fatality (80+) lower bound	cumulative fatality (80+) upper bound	cumulative fatality (total) median	cumulative fatality (total) lower bound	cumulative fatality (total) upper bound
2020-04-16	4161189	4158469	4163518	746273	745785	746691	700785	700327	701177	654148	653720	654514	596610	596220	596944	536617	536267	536918	417372	417099	417605	272585	272407	272737	152199	152100	152284	84600	84544	84647	4161189	4158469	4163518	41	34	48	0	0	0	0	0	1	1	1	1	1	1	1	3	2	4	5	4	6	10	8	11	10	9	12	10	9	12	41	34	48	37	32	42	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	4	8	7	9	11	9	12	13	11	15	37	32	42	1771	1432	2181	318	257	391	298	241	367	278	225	343	254	205	313	228	185	281	178	144	219	116	94	143	65	52	80	36	29	44	1771	1432	2181	4765	3956	5723	854	709	1026	802	666	964	749	622	899	683	567	820	614	510	738	479	398	575	312	259	375	174	145	209	97	80	116	4765	3956	5723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9144	7963	10495	1617	1403	1862	1518	1317	1748	1416	1229	1631	1291	1120	1486	1158	1005	1333	1112	994	1248	571	496	657	305	265	351	155	135	179	9144	7963	10495	63	55	72	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	6	6	7	13	12	15	18	16	20	22	19	25	63	55	72	191	167	220	1	1	1	2	2	3	4	4	5	6	5	7	14	12	16	28	25	31	44	38	51	46	40	53	46	40	53	191	167	220	12	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	3	4	4	4	5	12	11	13
2020-04-17	4160247	4157300	4162762	746104	745576	746555	700627	700130	701050	653999	653536	654395	596475	596053	596836	536496	536116	536820	417277	416982	417529	272523	272330	272688	152165	152057	152257	84580	84520	84632	4160247	4157300	4162762	43	36	51	0	0	0	0	0	1	1	1	1	1	1	2	3	3	4	5	4	6	10	9	12	11	9	13	11	9	13	43	36	51	39	34	46	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	3	4	8	7	10	11	10	13	14	12	16	39	34	46	1840	1482	2275	330	266	408	310	250	383	289	233	358	264	212	326	237	191	293	185	149	228	121	97	149	67	54	83	37	30	46	1840	1482	2275	4951	4093	5971	888	734	1071	834	689	1005	778	643	938	710	587	856	638	528	770	497	411	600	324	268	391	181	150	218	101	83	121	4951	4093	5971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9832	8533	11323	1741	1506	2011	1635	1414	1888	1525	1319	1762	1390	1202	1606	1247	1079	1441	1181	1051	1331	615	532	710	329	285	380	168	145	193	9832	8533	11323	68	60	78	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	6	7	14	13	16	19	17	22	24	21	27	68	60	78	206	179	237	1	1	1	2	2	3	5	4	5	6	5	7	15	13	17	30	26	34	48	41	55	50	43	57	49	43	57	206	179	237	13	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	4	4	5	5	4	6	13	12	15
2020-04-18	4159269	4156081	4161980	745929	745357	746415	700462	699925	700918	653846	653345	654272	596335	595878	596724	536370	535959	536719	417179	416859	417451	272459	272250	272637	152129	152012	152228	84561	84496	84616	4159269	4156081	4161980	45	37	53	0	0	0	1	0	1	1	1	1	1	1	2	3	3	4	5	4	6	11	9	13	11	9	13	11	9	13	45	37	53	42	36	49	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	3	3	4	9	8	10	12	10	14	15	13	17	42	36	49	1911	1533	2373	343	275	426	322	258	400	300	241	373	274	220	340	246	198	306	192	154	238	125	100	155	70	56	87	39	31	48	1911	1533	2373	5144	4235	6229	922	759	1117	866	713	1049	809	666	979	737	607	893	663	546	803	517	426	626	337	277	408	188	155	228	105	86	127	5144	4235	6229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10547	9123	12187	1871	1613	2168	1756	1514	2035	1639	1413	1899	1494	1288	1731	1340	1155	1553	1253	1110	1418	661	570	766	354	305	410	180	156	209	10547	9123	12187	74	65	85	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	7	6	8	16	14	18	21	18	24	26	23	30	74	65	85	221	191	255	1	1	1	3	2	3	5	4	6	7	6	8	16	14	19	32	28	36	51	44	59	53	46	62	53	46	61	221	191	255	15	13	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	2	3	4	4	5	5	5	6	15	13	16
2020-04-19	4158253	4154810	4161171	745747	745129	746270	700291	699711	700782	653686	653145	654145	596189	595696	596608	536239	535795	536615	417077	416732	417370	272392	272167	272584	152092	151966	152199	84540	84470	84599	4158253	4154810	4161171	47	39	56	0	0	0	1	0	1	1	1	1	1	1	2	3	3	4	6	5	7	11	9	13	12	10	14	12	10	14	47	39	56	45	38	52	0	0	0	0	0	0	0	0	0	1	0	1	2	1	2	4	3	4	10	8	11	13	11	15	16	14	19	45	38	52	1985	1586	2475	356	284	444	334	267	417	312	249	389	285	227	355	256	204	319	199	159	248	130	104	162	73	58	91	40	32	50	1985	1586	2475	5345	4382	6499	958	786	1165	900	738	1094	840	689	1022	766	628	932	689	565	838	537	440	652	350	287	426	195	160	238	109	89	132	5345	4382	6499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11290	9734	13088	2005	1723	2331	1882	1617	2188	1756	1509	2042	1601	1376	1861	1436	1234	1670	1328	1172	1508	709	609	824	379	326	441	193	166	225	11290	9734	13088	80	70	92	0	0	0	0	0	0	0	0	1	1	1	1	3	3	3	8	7	8	17	15	19	23	20	26	28	24	32	80	70	92	236	204	274	1	1	1	3	2	3	5	5	6	7	6	8	17	15	20	33	30	38	55	47	64	57	49	67	57	49	66	236	204	274	16	14	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	3	3	3	5	4	6	6	5	7	16	14	18
2020-04-20	4157197	4153485	4160335	745557	744891	746120	700113	699488	700641	653520	652936	654013	596038	595506	596488	536103	535624	536507	416971	416599	417286	272323	272080	272529	152053	151917	152168	84518	84443	84582	4157197	4153485	4160335	49	40	58	0	0	0	1	0	1	1	1	1	1	1	2	4	3	4	6	5	7	12	10	14	12	10	15	12	10	15	49	40	58	48	41	56	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	3	4	10	9	12	14	12	16	17	15	20	48	41	56	2062	1640	2582	370	294	463	347	276	435	324	258	406	296	235	370	266	212	333	207	165	259	135	107	169	75	60	94	42	33	52	2062	1640	2582	5553	4533	6780	996	813	1216	935	763	1142	873	713	1066	796	650	972	716	585	874	558	455	681	364	297	444	203	166	248	113	92	138	5553	4533	6780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12062	10365	14029	2144	1837	2501	2013	1725	2348	1879	1609	2191	1712	1467	1997	1536	1316	1792	1405	1235	1603	758	650	884	406	348	473	207	178	241	12062	10365	14029	86	75	99	0	0	0	0	0	0	0	0	1	1	1	1	3	3	4	8	7	9	18	16	21	25	21	28	30	26	35	86	75	99	252	217	293	1	1	1	3	3	4	6	5	7	8	7	9	19	16	22	35	31	40	59	50	69	61	52	71	61	52	71	252	217	293	17	15	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	3	3	4	5	5	6	7	6	7	17	15	20
2020-04-21	4156101	4152103	4159469	745361	744644	745965	699928	699255	700496	653348	652719	653877	595881	595308	596364	535961	535446	536396	416861	416460	417199	272252	271990	272472	152013	151867	152136	84496	84415	84565	4156101	4152103	4159469	51	42	61	0	0	0	1	0	1	1	1	1	2	1	2	4	3	4	6	5	7	12	10	15	13	10	15	13	11	16	51	42	61	51	43	59	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	3	5	11	9	13	15	12	17	18	15	21	51	43	59	2142	1697	2692	384	304	483	361	286	453	337	267	423	307	243	386	276	219	347	215	170	270	140	111	176	78	62	98	44	34	55	2142	1697	2692	5769	4690	7072	1034	841	1268	971	790	1191	907	737	1112	827	672	1014	744	605	912	579	471	710	378	307	463	211	172	259	117	95	144	5769	4690	7072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12864	11019	15010	2289	1955	2678	2149	1836	2514	2006	1713	2346	1828	1561	2139	1640	1401	1919	1486	1301	1701	810	692	947	434	371	507	221	189	259	12864	11019	15010	92	80	107	0	0	0	0	0	0	1	0	1	1	1	1	3	3	4	9	8	10	20	17	23	26	23	31	33	28	38	92	80	107	269	230	314	1	1	1	3	3	4	6	5	7	8	7	10	20	17	23	37	33	43	63	54	73	65	56	76	65	55	76	269	230	314	19	17	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	3	4	6	5	7	7	6	8	19	17	22
2020-04-22	4154973	4150673	4158582	745158	744387	745806	699738	699014	700346	653170	652494	653738	595719	595103	596237	535816	535261	536281	416748	416317	417110	272178	271896	272414	151972	151815	152104	84473	84386	84547	4154973	4150673	4158582	53	43	64	0	0	0	1	0	1	1	1	1	2	1	2	4	3	5	6	5	8	13	10	15	13	11	16	13	11	16	53	43	64	54	45	63	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	11	10	14	15	13	18	19	16	23	54	45	63	2215	1748	2796	397	313	501	373	294	471	348	275	439	318	251	401	286	225	361	222	175	280	145	114	183	81	64	102	45	36	57	2215	1748	2796	5993	4852	7377	1075	870	1323	1009	817	1242	942	763	1160	859	696	1058	773	626	951	602	487	740	393	318	483	219	177	270	122	99	150	5993	4852	7377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13697	11695	16033	2440	2077	2863	2291	1950	2688	2138	1820	2508	1949	1659	2286	1748	1489	2051	1570	1369	1804	863	735	1013	463	394	542	236	201	277	13697	11695	16033	99	85	115	0	0	0	0	0	0	1	0	1	1	1	1	4	3	4	9	8	10	21	18	24	28	24	33	35	30	41	99	85	115	286	244	335	1	1	1	3	3	4	6	5	8	9	7	10	21	18	25	40	34	45	67	57	78	70	59	82	69	59	81	286	244	335	21	18	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	3	4	6	6	7	8	7	9	21	18	24
2020-04-23	4153905	4149316	4157746	744967	744144	745656	699559	698786	700205	653003	652281	653606	595566	594908	596117	535678	535086	536173	416641	416181	417026	272108	271807	272359	151933	151765	152073	84451	84358	84530	4153905	4149316	4157746	55	45	67	0	0	0	1	1	1	1	1	1	2	1	2	4	3	5	7	5	8	13	11	16	14	11	17	14	11	17	55	45	67	57	48	67	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	5	12	10	14	16	14	19	20	17	24	57	48	67	2195	1725	2780	394	309	499	370	290	468	345	271	437	315	247	399	283	222	359	220	173	279	144	113	182	80	63	102	45	35	57	2195	1725	2780	6218	5014	7685	1115	899	1378	1047	844	1294	977	788	1208	891	719	1102	802	646	991	624	503	771	407	328	503	227	183	281	126	102	156	6218	5014	7685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14563	12394	17101	2596	2204	3056	2438	2069	2869	2275	1931	2677	2073	1760	2441	1861	1579	2190	1657	1439	1912	919	780	1081	493	418	579	251	214	296	14563	12394	17101	106	91	123	0	0	0	0	0	0	1	1	1	1	1	1	4	3	5	10	8	11	23	19	26	30	26	35	38	32	44	106	91	123	304	259	357	1	1	2	4	3	4	7	6	8	9	8	11	22	19	26	42	36	48	71	60	84	74	63	87	74	62	87	304	259	357	23	20	26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	2	4	4	5	7	6	8	9	8	10	23	20	26
2020-04-24	4152801	4147908	4156885	744769	743891	745501	699373	698548	700060	652829	652060	653471	595408	594706	595993	535536	534905	536062	416530	416040	416940	272035	271715	272303	151892	151714	152042	84429	84330	84512	4152801	4147908	4156885	57	47	70	0	0	0	1	1	1	1	1	1	2	1	2	4	3	5	7	6	8	14	11	17	14	12	17	15	12	18	57	47	70	60	50	71	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	13	11	15	17	15	21	21	18	25	60	50	71	2208	1728	2808	396	310	504	372	291	473	347	272	441	317	248	403	285	223	362	221	173	282	145	113	184	81	63	103	45	35	57	2208	1728	2808	6415	5152	7959	1150	924	1427	1080	868	1340	1008	810	1251	920	739	1141	827	664	1026	644	517	799	420	337	521	235	188	291	130	105	162	6415	5152	7959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15458	13115	18209	2758	2334	3257	2590	2191	3057	2416	2045	2853	2203	1864	2601	1977	1673	2334	1747	1512	2023	977	827	1153	523	443	618	267	227	315	15458	13115	18209	113	97	132	0	0	0	0	0	0	1	1	1	1	1	2	4	4	5	10	9	12	24	21	28	32	28	38	40	34	47	113	97	132	323	274	380	1	1	2	4	3	5	7	6	9	10	8	12	24	20	28	44	38	51	76	64	89	79	67	93	78	66	92	323	274	380	25	21	28	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	5	4	5	8	7	9	9	8	11	25	21	28
2020-04-25	4151666	4146453	4156003	744565	743630	745343	699181	698303	699912	652650	651831	653332	595245	594498	595867	535389	534717	535949	416416	415894	416851	271961	271619	272245	151851	151660	152010	84406	84300	84494	4151666	4146453	4156003	59	48	73	0	0	0	1	1	1	1	1	2	2	1	2	4	3	5	7	6	9	14	11	17	15	12	18	15	12	19	59	48	73	63	53	75	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	13	11	16	18	15	22	23	19	27	63	53	75	2250	1754	2872	403	314	515	379	295	484	354	276	452	323	251	412	290	226	370	226	176	288	147	115	188	82	64	105	46	36	58	2250	1754	2872	6589	5272	8207	1182	945	1472	1110	888	1382	1036	829	1290	945	756	1177	850	680	1058	661	529	823	432	345	538	241	193	300	134	107	167	6589	5272	8207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16380	13854	19355	2925	2468	3464	2746	2317	3252	2562	2162	3034	2336	1971	2766	2096	1769	2482	1839	1586	2138	1036	874	1226	555	469	657	284	240	336	16380	13854	19355	121	103	141	0	0	0	0	0	0	1	1	1	1	1	2	4	4	5	11	9	12	26	22	30	35	29	41	43	37	50	121	103	141	342	289	404	1	1	2	4	3	5	8	6	9	11	9	12	25	21	30	46	40	54	80	68	95	84	70	99	83	70	98	342	289	404	27	23	30	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	8	7	9	10	9	12	27	23	30
2020-04-26	4150501	4144955	4155101	744356	743362	745181	698985	698051	699760	652467	651595	653191	595078	594283	595738	535239	534524	535832	416300	415743	416761	271885	271521	272186	151808	151605	151977	84382	84269	84476	4150501	4144955	4155101	61	50	76	0	0	0	1	1	1	1	1	2	2	1	2	4	4	5	7	6	9	15	12	18	15	12	19	16	13	19	61	50	76	66	55	79	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	4	6	14	12	17	19	16	23	24	20	28	66	55	79	2303	1788	2952	413	321	529	388	301	497	362	281	464	330	256	423	297	231	381	231	179	296	151	117	193	84	65	108	47	36	60	2303	1788	2952	6757	5385	8448	1212	966	1515	1138	907	1423	1062	847	1328	969	772	1211	871	694	1089	678	540	848	443	353	553	247	197	309	137	109	172	6757	5385	8448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17326	14610	20535	3096	2604	3677	2906	2445	3452	2712	2281	3221	2472	2080	2936	2219	1866	2635	1934	1662	2257	1097	923	1302	588	495	698	301	253	357	17326	14610	20535	129	110	151	0	0	0	0	0	0	1	1	1	1	1	2	5	4	6	11	10	13	27	23	32	37	31	43	46	39	54	129	110	151	362	305	428	2	1	2	4	4	5	8	7	10	11	9	13	27	22	32	49	42	57	85	71	101	88	74	105	88	74	104	362	305	428	29	25	33	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	3	5	5	6	9	8	10	11	10	13	29	25	33
2020-04-27	4149307	4143414	4154180	744142	743085	745016	698784	697792	699605	652280	651353	653046	594907	594062	595606	535085	534325	535714	416180	415589	416669	271806	271420	272126	151765	151549	151943	84358	84238	84457	4149307	4143414	4154180	63	51	78	0	0	0	1	1	1	1	1	2	2	2	2	5	4	6	7	6	9	15	12	19	16	13	20	16	13	20	63	51	78	69	58	83	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	5	5	6	15	12	18	20	17	24	25	21	30	69	58	83	2360	1826	3036	423	327	545	397	307	511	371	287	477	338	262	435	304	235	392	237	183	305	155	120	199	86	67	111	48	37	62	2360	1826	3036	6927	5499	8693	1242	986	1559	1167	926	1464	1089	864	1367	993	788	1246	893	709	1121	695	552	872	454	360	569	253	201	318	141	112	177	6927	5499	8693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18296	15381	21750	3271	2744	3897	3071	2576	3658	2866	2404	3414	2612	2191	3112	2344	1966	2792	2032	1739	2379	1159	973	1380	622	522	740	318	267	378	18296	15381	21750	137	116	161	0	0	0	0	0	0	1	1	1	2	1	2	5	4	6	12	10	14	29	25	34	39	33	46	49	41	57	137	116	161	382	321	454	2	1	2	5	4	5	9	7	10	12	10	14	28	24	34	51	44	60	90	75	107	93	78	111	93	78	110	382	321	454	31	27	36	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	3	6	5	7	10	8	11	12	10	14	31	27	36
